ID,Name,Address,Geolocation,Latitude,Longitude,Tags,A tester,Restaurant,Café ,Bistrot,Bar,Bière,Vin,Thaïlandais,Pâtisserie,Ramen,Vietnamien,Street food,Sri Lankais,Pizza,Italien,Mexicain,Méditerranéen,Glace,Fromage,Laotien,Latino,Japonais,Indien,Bistronomique,Espagnol,Gastro,Bouillon,Asiatique,Boulangerie,Brunch,Coréen,Chinois,Cocktail,Crêpe,Burger,Dessert,Libanais,Végé,British,Pub,Brasserie,Nouille,Musique,Vegan,Katsu,Traiteur,Cidre,Grec,Cookie,Marché,Boutique,Description
,@unrêve,"28 Ave Parmentier, 75011 Paris","https://www.google.com/maps/place/'@unr%C3%AAve'/@48.8606506,2.3786125,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66d741d07d49d:0x54e872d6ff376263!8m2!3d48.8606506!4d2.3786125!16s%2Fg%2F11qg7q34z6!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoASAFQAw%3D%3D",48.8606506,2.3786125,"Café , Pâtisserie, Brunch",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
,21G Dumpling,"167 Rue du Faubourg Saint-Antoine, 75011 Paris","https://www.google.com/maps/place/21G+Dumpling/@48.850597,2.380291,16z/data=!3m1!4b1!4m6!3m5!1s0x47e67208d4f6aab9:0xea1ad6e4d5215f89!8m2!3d48.850597!4d2.380291!16s%2Fg%2F11dxfnh193!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoASAFQAw%3D%3D",48.850597,2.380291,"Restaurant, Asiatique, Chinois",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
,228 Litres,"3 Rue Victor Massé, 75009 Paris, France","https://www.google.com/maps/place/228+Litres/@48.880442,2.337132,17z/data=!4m15!1m8!3m7!1s0x47e66e46bedd1e4d:0x837d35a6f6bd3c37!2s3+Rue+Victor+Mass%C3%A9,+75009+Paris!3b1!8m2!3d48.880442!4d2.3397123!16s%2Fg%2F11b8v6rhl1!3m5!1s0x47e66f75ac7c03a3:0x85aa9468a7bba75!8m2!3d48.8804646!4d2.339825!16s%2Fg%2F11fhl9lq90!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDExOS4wIKXMDSoASAFQAw%3D%3D",48.880442,2.337132,"Restaurant, Bar, Vin",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Carte des vins au top, cuisine géniale avec des cuisiniers saisonniers : parfait"
,Comice,"31 Av. de Versailles, 75016 Paris","https://www.google.com/maps/place/Comice/@48.8494471,2.2658468,15z/data=!4m15!1m8!3m7!1s0x47e67aa82f51f7a3:0xcda788b451b9237c!2s31+Av.+de+Versailles,+75016+Paris!3b1!8m2!3d48.8494476!4d2.2761465!16s%2Fg%2F11rp396y9p!3m5!1s0x47e67aa8257ace01:0x32221ab254c84b3d!8m2!3d48.8494621!4d2.2760438!16s%2Fg%2F11f03_h3st?entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",48.8494471,2.2658468,"A tester, Restaurant, Gastro",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Semi gastronomique avec des tapas
par Yoshi Saada (top chef + récompensé jeune Gault & Millaut) 
Ambiance chic décontracté, gastro"
,57 grains Coffee Shop,"57 Rue du Mont-Cenis, 75018 Paris","https://www.google.com/maps/place/57+grains+Coffee+Shop/@48.8905438,2.3407332,17z/data=!3m2!4b1!5s0x47e66e5c3e726f95:0xea7574c579942794!4m6!3m5!1s0x47e66f64e640eedb:0x177ad1396f7e978c!8m2!3d48.8905438!4d2.3433135!16s%2Fg%2F11y5pccvlw!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoASAFQAw%3D%3D",48.8905438,2.3407332,Café ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
,A Cantina - Comptoir corse,"14 Rue des Bahutiers, 33000 Bordeaux, France","https://www.google.com/maps/place/A+Cantina+Comptoir+Corse/@44.8392055,-0.5808019,15z/data=!4m15!1m8!3m7!1s0xd5527ce2d8fa161:0xeab09b644e2a0cf8!2s14+Rue+des+Bahutiers,+33000+Bordeaux!3b1!8m2!3d44.839206!4d-0.5705022!16s%2Fg%2F11bw4497f9!3m5!1s0xd5527ce3273d333:0x74986589b582dbd4!8m2!3d44.8392284!4d-0.5704871!16s%2Fg%2F1hc4396vj?entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",44.8392055,-0.5808019,"A tester, Restaurant, Bar",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bar à tapas et restaurant à l’étage qui a l’air top avec pas mal de monde 
,A la bière comme à la bière,"20 Rue Custine, 75018 Paris, France","https://www.google.com/maps/place/A+la+bi%C3%A8re+comme+%C3%A0+la+bi%C3%A8re/@48.8886365,2.3095859,14z/data=!4m10!1m2!2m1!1zQSBsYSBiacOocmUgY29tbWUgw6AgbGEgYmnDqHJl!3m6!1s0x47e66e6784674483:0x260d89d9978f639!8m2!3d48.8886365!4d2.3476947!15sCh5BIGxhIGJpw6hyZSBjb21tZSDDoCBsYSBiacOocmUiA4gBAVogIh5hIGxhIGJpw6hyZSBjb21tZSDDoCBsYSBiacOocmWSAQpiZWVyX3N0b3Jl4AEA!16s%2Fg%2F1ptyjpwwn!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",48.8886365,2.3095859,"A tester, Bar, Bière",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bar avec des centaines de références du monde entier + ventes bouteilles et cannettes 
,A la bière comme à la bière,"353 Rue des Pyrénées, 75020 Paris, France","https://www.google.com/maps/place/A+la+bi%C3%A8re+comme+%C3%A0+la+bi%C3%A8re/@48.8723097,2.3531071,14z/data=!4m10!1m2!2m1!1zQSBsYSBiacOocmUgY29tbWUgw6AgbGEgYmnDqHJl!3m6!1s0x47e66d94ce00e497:0x7696641472140dc6!8m2!3d48.8723097!4d2.3912159!15sCh5BIGxhIGJpw6hyZSBjb21tZSDDoCBsYSBiacOocmUiA4gBAVogIh5hIGxhIGJpw6hyZSBjb21tZSDDoCBsYSBiacOocmWSAQliZWVyX2hhbGzgAQA!16s%2Fg%2F11b6z_w44j!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",48.8723097,2.3531071,"A tester, Bar, Bière",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bar avec des centaines de références du monde entier + ventes bouteilles et cannettes 
,A la bière comme à la bière - Le Drunken,"19 Rue Girard, 93100 Montreuil, France","https://www.google.com/maps/place/A+la+bi%C3%A8re+comme+%C3%A0+la+bi%C3%A8re+-+Le+Drunken/@48.857202,2.4313907,17z/data=!4m15!1m8!3m7!1s0x47e66d608898c35b:0x5f78071fa19276d3!2s19+Rue+Girard,+93100+Montreuil!3b1!8m2!3d48.857202!4d2.433971!16s%2Fg%2F11c22zxyz9!3m5!1s0x47e66d608898c35b:0x1d4756666ffde9bc!8m2!3d48.8571248!4d2.4338166!16s%2Fg%2F11bzrlbjy7!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDExOS4wIKXMDSoASAFQAw%3D%3D",48.857202,2.4313907,"A tester, Bar, Bière, Brasserie",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bar avec des centaines de références du monde entier + ventes bouteilles et cannettes 
,A LA GAITE,"19 Rue Ducis, 78000 Versailles, France","https://www.google.com/maps/place/A+La+Gait%C3%A9/@48.8073964,2.121119,15z/data=!4m15!1m8!3m7!1s0x47e67db1084c4d6d:0xe3128dcb9f206df8!2s19+Rue+Ducis,+78000+Versailles!3b1!8m2!3d48.8073969!4d2.1314187!16s%2Fg%2F11b8v6z5qm!3m5!1s0x47e67d587c2a57eb:0xe8aa675403e91559!8m2!3d48.8073969!4d2.1314187!16s%2Fg%2F11sh5x39pq?entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",48.8073964,2.121119,Bar,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pour les lycéens versaillais 
Et l'irish coffee n'est pas bon "
,A La Renaissance,"87 Rue de la Roquette, 75011 Paris","https://www.google.com/maps/place/A+La+Renaissance/@48.8571955,2.3787317,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66df78e96216d:0xf00cae373de0934d!8m2!3d48.8571955!4d2.3787317!16s%2Fg%2F1tm0sgl9!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoASAFQAw%3D%3D",48.8571955,2.3787317,"Restaurant, Bistrot",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
,À Moro,"3 Rue Venture, 13001 Marseille, France","https://www.google.com/maps/place/%C3%80+Moro/@43.2929689,5.3679131,15z/data=!4m15!1m8!3m7!1s0x12c9c0b97d82d691:0x5811074cf82979d!2s3+Rue+Venture,+13001+Marseille!3b1!8m2!3d43.2929694!4d5.3782128!16s%2Fg%2F11c43rv4sy!3m5!1s0x12c9c1d3a812ed4d:0x24bd17f1e0cb11a6!8m2!3d43.29296!4d5.3781809!16s%2Fg%2F11s93x323w?entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",43.2929689,5.3679131,"A tester, Restaurant",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Reco fooding
,Abri,"92 Rue du Faubourg Poissonnière, 75010 Paris, France","https://www.google.com/maps/place/jjii+restaurant/@48.8778734,2.3389889,15z/data=!3m1!5s0x47e66e6b1c2e609b:0x883832a9756f0f91!4m15!1m8!3m7!1s0x47e66e6b1c25b00f:0x297df8f7fbdff11b!2s92+Rue+du+Faubourg+Poissonni%C3%A8re,+75010+Paris!3b1!8m2!3d48.8778739!4d2.3492886!16s%2Fg%2F11b8v5gsqk!3m5!1s0x47e66fe1c9b9a685:0x91535d32612f2cd4!8m2!3d48.8778827!4d2.3492809!16s%2Fg%2F11k47cldgs?entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",48.8778734,2.3389889,"A tester, Restaurant, Gastro, Asiatique, Katsu",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Gastro étoilée dans resto brut de coffre sans déco 
Français + japonais, midi 4 plats 30€, soir 6 plats 60€
Samedi midi sandwich katsu
Résa"
,abri soba,"10 Rue Saulnier, 75009 Paris, France","https://www.google.com/maps/place/Abri+Soba/@48.8750001,2.3343127,15z/data=!4m15!1m8!3m7!1s0x47e66e3fc07845ad:0xde95047434603384!2s10+Rue+Saulnier,+75009+Paris!3b1!8m2!3d48.8750006!4d2.3446124!16s%2Fg%2F11cnch4d_8!3m5!1s0x47e66e3fbe336b97:0x4cf8061a0b10d5ce!8m2!3d48.8749357!4d2.3445873!16s%2Fg%2F11cs04r5yh?entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",48.8750001,2.3343127,"A tester, Restaurant, Japonais, Asiatique",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Spécialité nouille soba : nouille au sarrasin dans un bouillon chaud ou froid.
Déco japonaise : mur boisés, grand comptoir, cuisine ouverte"
,ABUELA,"10 Bd de Clichy, 75018 Paris","https://www.google.com/maps/place/Abuela+Pigalle/@48.8824183,2.3337847,16z/data=!3m2!4b1!5s0x47e66e4436e5879b:0x7ea7c9fb121bf12f!4m6!3m5!1s0x47e66e4631af7a99:0xbea8979c76190087!8m2!3d48.8824184!4d2.3386502!16s%2Fg%2F11c5_3cd89!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDExOS4wIKXMDSoASAFQAw%3D%3D",48.8824183,2.3337847,"Restaurant, Bar, Vin, Espagnol",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
,Ace Boucherie,"France, 58 Rue Sainte-Anne, 75002 Paris, France","https://www.google.com/maps/place/Ace+Boucherie/@48.8680907,2.3261895,15z/data=!4m15!1m8!3m7!1s0x47e66e3ae43486df:0xe01e36e4bf63ba20!2s58+Rue+Sainte-Anne,+75002+Paris!3b1!8m2!3d48.8680912!4d2.3364892!16s%2Fg%2F11nnkt7sbw!3m5!1s0x47e66e3ae4338f53:0x30a5f1535b66051a!8m2!3d48.8680779!4d2.3364625!16s%2Fg%2F11bv2lpngg?entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",48.8680907,2.3261895,"A tester, Restaurant, Asiatique, Coréen, Traiteur",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Traiteur coréen super bon qui a repris ancienne boucherie 
Poulet, riz, kimchi
Tout fait maison et change tous les jours "
,Adami,"19bis Rue Pierre Fontaine, 75009 Paris","https://www.google.com/maps/place/Adami/@48.8816085,2.3339448,16z/data=!3m1!4b1!4m6!3m5!1s0x47e66fadd249f1e3:0x9fc61cbe9c53743b!8m2!3d48.8816085!4d2.3339448!16s%2Fg%2F11l6bqbkz6!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoASAFQAw%3D%3D",48.8816085,2.3339448,"A tester, Restaurant, Bar, Vin, Italien",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
,Broche,"49 Passage des Panoramas, 75002 Paris, France","https://www.google.com/maps/place/Broche/@48.8709165,2.331335,15z/data=!4m15!1m8!3m7!1s0x47e66e3c23aaa7a9:0x14c6c98d06c0ebdf!2s49+Pass.+des+Panoramas,+75002+Paris!3b1!8m2!3d48.870917!4d2.3416347!16s%2Fg%2F11xvmw6ljj!3m5!1s0x47e66f2e318db507:0x9c4ef4a90540e7f8!8m2!3d48.8709859!4d2.3416327!16s%2Fg%2F11str9fy18?entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",48.8709165,2.331335,"A tester, Restaurant, Bistrot, Dessert",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Epicerie à manger mérite le détour pour desserts fous: babka noisette/datte/coco, fraises crème de pistache, cookie sésame"
,AgriGelateria Gelida Voglia,"Via Giuseppe Parini, 2, 74023 Grottaglie TA, Italy","https://www.google.com/maps/place/AgriGelateria+Gelida+Voglia/@40.5373607,17.4356424,17z/data=!3m1!4b1!4m6!3m5!1s0x1346f9a904faf577:0x9fd0a4beaeea84f9!8m2!3d40.5373607!4d17.4356424!16s%2Fg%2F11cn2jp3gs!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoASAFQAw%3D%3D",40.5373607,17.4356424,Glace,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
,AÏ HSU Table,"16 Rue Saint-Sébastien, 75011 Paris","https://www.google.com/maps/place/A%C3%8F+HSU+Table/@48.86097,2.3689244,16z/data=!3m1!4b1!4m6!3m5!1s0x47e66dfdde497ca7:0xa9c0f884c4bd0633!8m2!3d48.86097!4d2.3689244!16s%2Fg%2F11bxfk9s1b!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoASAFQAw%3D%3D",48.86097,2.3689244,"Restaurant, Japonais, Asiatique",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
,Aitatxi,"26 Rue du Général Guilhem, 75011 Paris","https://www.google.com/maps/place/Aitatxi/@48.8622808,2.3794507,17z/data=!3m1!4b1!4m6!3m5!1s0x47e66d0062084fb9:0x2955444eb697def8!8m2!3d48.8622808!4d2.3794507!16s%2Fg%2F11mdsfhps0!5m1!1e4?entry=ttu&g_ep=EgoyMDI2MDEwNy4wIKXMDSoASAFQAw%3D%3D",48.8622808,2.3794507,"Restaurant, Bistrot, Pâtisserie, Espagnol",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
,La Cave des Quais,"15 Rue Alibert, 75010 Paris, France","https://www.google.com/maps/place/La+Cave+des+Quais/@48.871628,2.3569601,15z/data=!4m15!1m8!3m7!1s0x47e66e0a173278b3:0xf601a50b996770b0!2s15+Rue+Alibert,+75010+Paris!3b1!8m2!3d48.8716285!4d2.3672598!16s%2Fg%2F11bzzvjjjz!3m5!1s0x47e66f16a7a18f17:0x59405f91c73b9884!8m2!3d48.871602!4d2.367287!16s%2Fg%2F11h71cmn4r?entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",48.871628,2.3569601,"Restaurant, Bar, Vin",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cuisine solaire dans une ancienne cave à vin. Super focaccia guacamole de petit pois asperge verte et chèvre. Cuisine 
